,Date,S1 SM Pixel,S1 SM Mean,SMAP
0,2016-02-09,0.5609207225350664,0.5020559940554358,0.150133207440376
1,2016-02-21,0.0,0.5020559940554358,0.130754545331001
2,2016-03-04,0.425697484499992,0.5020559940554358,0.103109605610371
3,2016-03-04,0.425697484499992,0.5020559940554358,0.103109605610371
4,2016-05-15,0.8054720085728141,0.5020559940554358,0.206618338823318
5,2016-05-27,0.3007579241386875,0.5020559940554358,0.121519207954407
6,2016-06-08,0.3271748718486841,0.5020559940554358,0.197982177138329
7,2016-07-02,0.4577696277789361,0.5020559940554358,0.279664129018784
8,2016-07-14,0.4333474330991856,0.5020559940554358,0.237684696912766
9,2016-07-14,0.4333474330991856,0.5020559940554358,0.237684696912766
10,2016-07-26,0.7054253459845572,0.5020559940554358,0.352072089910507
11,2016-07-26,0.7054253459845572,0.5020559940554358,0.352072089910507
12,2016-08-07,0.4829107873613336,0.5020559940554358,0.306418895721436
13,2016-08-07,0.4829107873613336,0.5020559940554358,0.306418895721436
14,2016-08-19,0.2111215492533729,0.5020559940554358,0.29478856921196
15,2016-08-19,0.2111215492533729,0.5020559940554358,0.29478856921196
16,2016-08-31,0.2172750925145747,0.5020559940554358,0.331593602895737
17,2016-08-31,0.2172750925145747,0.5020559940554358,0.331593602895737
18,2016-09-12,0.4656636887250692,0.5020559940554358,0.255488872528076
19,2016-09-12,0.4656636887250692,0.5020559940554358,0.255488872528076
20,2016-09-24,0.6508011655474769,0.5020559940554358,0.208443090319633
21,2016-09-24,0.6508011655474769,0.5020559940554358,0.208443090319633
22,2016-10-06,0.5687259538764028,0.5020559940554358,0.183249086141586
23,2016-10-18,0.3290434288976576,0.5020559940554358,0.178540736436844
24,2016-10-30,0.5453806488744655,0.5020559940554358,0.150822788476944
25,2016-11-11,0.3557700282102311,0.5020559940554358,0.152592286467552
26,2016-11-23,0.3182555458526466,0.5020559940554358,0.130520448088646
27,2016-12-05,0.4131543223362684,0.5020559940554358,0.178597122430801
28,2016-12-17,0.3843624521659564,0.5020559940554358,0.192119225859642
29,2016-12-29,0.6153393989555277,0.5020559940554358,0.142957150936127
30,2017-01-10,0.4916277767757035,0.5020559940554358,0.135711759328842
31,2017-01-22,0.5169723867500403,0.5020559940554358,0.149050399661064
32,2017-02-03,0.5745415810678983,0.5020559940554358,0.120001211762428
33,2017-02-27,0.2512477356614673,0.5020559940554358,0.099346324801445
34,2017-03-11,0.3095884267821314,0.5020559940554358,0.192169219255447
35,2017-03-23,0.2774452565338394,0.5020559940554358,0.162094756960869
36,2017-04-04,0.3592533644428657,0.5020559940554358,0.0858204811811447
37,2017-04-16,0.5600285149446194,0.5020559940554358,0.10794910043478
38,2017-04-28,0.4525980021606006,0.5020559940554358,0.145318806171417
39,2017-05-10,0.5810708138341187,0.5020559940554358,0.17538158595562
40,2017-05-22,0.4440941456081234,0.5020559940554358,0.226595163345337
41,2017-06-03,0.548207718798785,0.5020559940554358,0.27057734131813
42,2017-06-15,0.5180916938917226,0.5020559940554358,0.225122720003128
43,2017-06-27,0.4048858190417823,0.5020559940554358,0.257357329130173
44,2017-07-09,0.3787337028282057,0.5020559940554358,0.241024851799011
45,2017-07-21,0.6483936860534871,0.5020559940554358,0.24767878651619
46,2017-08-02,0.5369646544476321,0.5020559940554358,0.288955509662628
47,2017-08-14,1.0,0.5020559940554358,0.289142578840256
48,2017-08-26,0.7118560323444616,0.5020559940554358,0.311108022928238
49,2017-09-07,0.6918471577280658,0.5020559940554358,0.346621334552765
50,2017-09-19,0.5831811325805912,0.5020559940554358,0.375036925077438
51,2017-10-01,0.3185498015429421,0.5020559940554358,0.353977978229523
52,2017-10-13,0.6535432632250531,0.5020559940554358,0.378206670284271
53,2017-10-25,0.261058263202766,0.5020559940554358,0.307165443897247
54,2017-11-06,0.7376772817830081,0.5020559940554358,0.344629228115082
55,2017-11-18,0.4387235108275002,0.5020559940554358,0.284621924161911
56,2017-11-30,0.9114629335636956,0.5020559940554358,0.254342168569565
57,2017-12-12,0.5284493281723405,0.5020559940554358,0.238111525774002
58,2017-12-24,0.450289874579073,0.5020559940554358,0.220420867204666
59,2018-01-05,0.3818236570386144,0.5020559940554358,0.182261154055595
60,2018-01-17,0.5606041646845528,0.5020559940554358,0.163766145706177
61,2018-01-29,0.1690756025598272,0.5020559940554358,0.156412735581398
62,2018-02-10,0.5742955250627642,0.5020559940554358,0.20418319106102
63,2018-02-22,0.541637196418001,0.5020559940554358,0.11526708304882
64,2018-03-06,0.6976670557473865,0.5020559940554358,0.0991080328822136
65,2018-03-18,0.5641897080708707,0.5020559940554358,0.184197634458542
66,2018-03-30,0.5609455275460221,0.5020559940554358,0.112022966146469
67,2018-04-11,0.6364629384060323,0.5020559940554358,0.0953285619616508
68,2018-04-23,0.7085333038370217,0.5020559940554358,0.196465000510216
69,2018-05-05,0.100897520911317,0.5020559940554358,0.238823473453522
70,2018-05-17,0.5506544378667813,0.5020559940554358,0.238023966550827
71,2018-05-29,0.3532464660853419,0.5020559940554358,0.303502649068832
72,2018-06-10,0.3830377979979038,0.5020559940554358,0.278602004051208
73,2018-06-22,0.2376715532038505,0.5020559940554358,0.311089515686035
74,2018-07-04,0.8051391403424558,0.5020559940554358,0.293436318635941
75,2018-07-16,0.6277344005957455,0.5020559940554358,0.35692971944809
76,2018-07-28,0.5037827276033418,0.5020559940554358,0.322163164615631
77,2018-08-09,0.4817106102716059,0.5020559940554358,0.35337045788765
78,2018-08-21,0.6115437045293355,0.5020559940554358,0.349673002958298
79,2018-08-21,0.6115437045293355,0.5020559940554358,0.349673002958298
80,2018-08-21,0.6266391133193985,0.5020559940554358,0.349673002958298
81,2018-08-21,0.6266391133193985,0.5020559940554358,0.349673002958298
82,2018-09-02,0.5984381604496133,0.5020559940554358,0.329460054636002
83,2018-09-14,0.230001163868913,0.5020559940554358,0.291066020727158
84,2018-09-26,0.6883693481170028,0.5020559940554358,0.337765157222748
85,2018-10-08,0.557385164123885,0.5020559940554358,0.348637849092484
86,2018-10-20,0.4458369890659826,0.5020559940554358,0.366250485181808
87,2018-11-01,0.8784303853750284,0.5020559940554358,0.313316315412521
88,2018-12-07,0.5991554696898224,0.5020559940554358,0.224199458956718
89,2018-12-31,0.817521609041083,0.5020559940554358,0.182629272341728
90,2019-01-12,0.2100008969813996,0.5020559940554358,0.148538008332253
91,2019-01-24,0.3027234022815041,0.5020559940554358,0.148277819156647
92,2019-02-05,0.6223724325996767,0.5020559940554358,0.146395906805992
93,2019-10-27,0.501633230142851,0.5020559940554358,0.37244501709938
94,2019-11-08,0.6902189683404875,0.5020559940554358,0.369171589612961
95,2019-11-20,0.4172620708007629,0.5020559940554358,0.30822217464447
96,2019-12-02,0.4928904633311188,0.5020559940554358,0.335685342550278
97,2019-12-14,0.3241880173411438,0.5020559940554358,0.260229974985123
98,2019-12-26,0.716720787080576,0.5020559940554358,0.236286401748657
99,2019-02-11,,0.5020559940554358,0.154397517442703
100,2019-02-11,0.5236612604912653,0.5020559940554358,0.154397517442703
101,2019-02-23,0.4812923058760097,0.5020559940554358,0.112319141626358
102,2019-02-23,0.4812923058760097,0.5020559940554358,0.112319141626358
103,2019-03-07,0.3981692421541909,0.5020559940554358,0.140586540102959
104,2019-03-07,0.3981692421541909,0.5020559940554358,0.140586540102959
105,2019-03-19,0.7541427576503538,0.5020559940554358,0.0881297737360001
106,2019-03-19,0.7541427576503538,0.5020559940554358,0.0881297737360001
107,2019-03-31,0.340669327552593,0.5020559940554358,0.080204926431179
108,2019-03-31,0.340669327552593,0.5020559940554358,0.080204926431179
109,2019-04-12,0.5888952003120864,0.5020559940554358,0.146299421787262
110,2019-04-12,0.5888952003120864,0.5020559940554358,0.146299421787262
111,2019-04-24,0.4771255830032535,0.5020559940554358,0.172661557793617
112,2019-04-24,0.4771255830032535,0.5020559940554358,0.172661557793617
113,2019-05-06,0.1970218512191591,0.5020559940554358,0.126690939068794
114,2019-05-06,0.1970218512191591,0.5020559940554358,0.126690939068794
115,2019-05-18,0.502806424074238,0.5020559940554358,0.199118122458458
116,2019-05-18,0.502806424074238,0.5020559940554358,0.199118122458458
117,2019-05-30,0.3755128626238066,0.5020559940554358,0.208886012434959
118,2019-05-30,0.3755128626238066,0.5020559940554358,0.208886012434959
119,2019-06-11,0.654465490996926,0.5020559940554358,0.239174872636795
120,2019-06-11,0.654465490996926,0.5020559940554358,0.239174872636795
121,2019-06-23,0.4736689730518431,0.5020559940554358,0.234055250883102
122,2019-06-23,0.4736689730518431,0.5020559940554358,0.234055250883102
123,2019-07-05,0.3369805159257576,0.5020559940554358,0.210443004965782
124,2019-07-05,0.3369805159257576,0.5020559940554358,0.210443004965782
125,2019-07-17,0.4020495149661446,0.5020559940554358,0.235308989882469
126,2019-07-17,0.4020495149661446,0.5020559940554358,0.235308989882469
127,2019-07-29,0.4279466753639074,0.5020559940554358,0.278280079364777
128,2019-07-29,0.4279466753639074,0.5020559940554358,0.278280079364777
129,2019-08-10,0.8008954232452089,0.5020559940554358,0.388631284236908
130,2019-08-22,0.329208515681429,0.5020559940554358,0.391247451305389
131,2019-09-03,0.9916581536829436,0.5020559940554358,0.357343465089798
132,2019-09-15,0.5118545273228513,0.5020559940554358,0.341661065816879
133,2019-09-27,0.3324217140146859,0.5020559940554358,0.353669375181198
134,2019-10-09,0.598244135365086,0.5020559940554358,0.37481215596199
135,2019-10-09,0.598244135365086,0.5020559940554358,0.37481215596199
136,2019-10-21,0.3690161959042675,0.5020559940554358,0.388968974351883
137,2019-10-21,0.3690161959042675,0.5020559940554358,0.388968974351883
138,2019-11-02,0.5685897088179793,0.5020559940554358,0.359186619520187
139,2019-11-02,0.5685897088179793,0.5020559940554358,0.359186619520187
140,2019-11-14,0.3734709305088933,0.5020559940554358,0.326311379671097
141,2019-11-14,0.3734709305088933,0.5020559940554358,0.326311379671097
142,2019-11-26,0.4444508086223216,0.5020559940554358,0.28348770737648
143,2019-11-26,0.4444508086223216,0.5020559940554358,0.28348770737648
144,2019-12-08,0.8897353263442124,0.5020559940554358,0.286959260702133
145,2019-12-08,0.8897353263442124,0.5020559940554358,0.286959260702133
146,2019-12-20,0.5428061036693963,0.5020559940554358,0.234615430235863
147,2019-12-20,0.5428061036693963,0.5020559940554358,0.234615430235863
